,gender,age,field_of_work_agg,race,hometown_agg,partner_attractiveness,partner_sincerity,partner_intelligence,partner_humor,partner_ambition,partner_shared_interests,liking,reciprocity_estimate,acquaintance,partner_age,partner_field_of_work_agg,partner_race,partner_hometown_agg,decision
1463,0,36.0,Arts and humanities,Caucasian,Eastern US,10.0,9.0,10.0,10.0,8.0,8.0,10.0,10.0,1,27.0,Arts and humanities,Caucasian,Western US,1
1464,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,5.0,5.0,8.0,5.0,5.0,5.0,5.0,4.0,0,23.0,Sciences,Caucasian,Eastern US,0
1465,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,5.0,6.0,8.0,5.0,5.0,4.0,5.0,4.0,0,28.0,Sciences,Caucasian,Europe,0
1466,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,8.0,6.0,7.0,8.0,9.0,7.0,8.0,10.0,1,29.0,"Business, law, politics and intl. affairs",African American,Mid US,1
1467,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,0,22.0,Sciences,Caucasian,Eastern US,1
1468,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,5.0,6.0,6.0,6.0,5.0,4.0,5.0,5.0,0,27.0,Sciences,Asian,Canada,0
1469,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,8.0,8.0,7.0,7.0,8.0,8.0,6.0,0,26.0,Education and social work,Caucasian,Mid US,1
1470,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,6.0,8.0,8.0,6.0,6.0,5.0,5.0,5.0,0,27.0,Arts and humanities,Caucasian,Western US,0
1471,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,7.0,7.0,5.0,6.0,5.0,6.0,6.0,0,30.0,Arts and humanities,Caucasian,Mid US,1
1472,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,8.0,8.0,8.0,6.0,8.0,7.0,7.0,9.0,1,26.0,"Business, law, politics and intl. affairs",Other,Eastern US,1
1473,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,0,23.0,Sciences,Caucasian,Mid US,0
1474,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,4.0,8.0,8.0,4.0,4.0,3.0,4.0,6.0,0,23.0,Sciences,Asian,Western US,0
1475,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,8.0,7.0,8.0,7.0,7.0,5.0,7.0,6.0,0,28.0,Sciences,Caucasian,Eastern US,1
1476,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,4.0,7.0,8.0,4.0,6.0,4.0,5.0,5.0,0,28.0,Sciences,Asian,Asia,0
1477,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,4.0,7.0,9.0,4.0,6.0,3.0,5.0,5.0,0,29.0,"Business, law, politics and intl. affairs",Caucasian,Europe,0
1478,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,8.0,10.0,10.0,10.0,8.0,8.0,10.0,10.0,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Europe,1
1479,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,6.0,8.0,8.0,8.0,4.0,5.0,6.0,6.0,0,22.0,Sciences,Caucasian,Eastern US,0
1480,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,4.0,8.0,8.0,2.0,6.0,1.0,1.0,1.0,0,23.0,Sciences,Caucasian,Eastern US,0
1481,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,3.0,8.0,8.0,2.0,7.0,1.0,2.0,1.0,0,28.0,Sciences,Caucasian,Europe,0
1482,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,5.0,7.0,8.0,8.0,6.0,5.0,1.0,1,29.0,"Business, law, politics and intl. affairs",African American,Mid US,0
1483,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,5.0,8.0,8.0,5.0,5.0,1.0,4.0,1.0,0,22.0,Sciences,Caucasian,Eastern US,0
1484,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,6.0,8.0,8.0,4.0,9.0,7.0,8.0,5.0,0,27.0,Sciences,Asian,Canada,0
1485,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,9.0,9.0,8.0,8.0,7.0,8.0,5.0,0,26.0,Education and social work,Caucasian,Mid US,1
1486,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,4.0,6.0,7.0,6.0,7.0,2.0,4.0,2.0,0,27.0,Arts and humanities,Caucasian,Western US,0
1487,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,6.0,7.0,6.0,1.0,5.0,2.0,1.0,1.0,0,30.0,Arts and humanities,Caucasian,Mid US,0
1488,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,8.0,7.0,5.0,5.0,2.0,7.0,2.0,1,26.0,"Business, law, politics and intl. affairs",Other,Eastern US,0
1489,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,3.0,8.0,8.0,5.0,8.0,2.0,6.0,1.0,0,23.0,Sciences,Caucasian,Mid US,0
1490,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,2.0,8.0,8.0,4.0,2.0,2.0,5.0,1.0,0,23.0,Sciences,Asian,Western US,0
1491,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,8.0,8.0,8.0,5.0,5.0,2.0,6.0,3.0,0,28.0,Sciences,Caucasian,Eastern US,1
1492,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,3.0,8.0,8.0,4.0,8.0,1.0,4.0,1.0,0,28.0,Sciences,Asian,Asia,0
1493,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,4.0,8.0,8.0,7.0,8.0,5.0,9.0,3.0,0,29.0,"Business, law, politics and intl. affairs",Caucasian,Europe,0
1494,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,8.0,8.0,10.0,10.0,7.0,9.0,5.0,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Europe,0
1495,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,7.0,9.0,9.0,5.0,8.0,2.0,7.0,2.0,0,22.0,Sciences,Caucasian,Eastern US,0
1496,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,4.0,7.0,8.0,4.0,6.0,7.0,4.0,8.0,0,28.0,Sciences,Caucasian,Europe,0
1497,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,9.0,7.0,8.0,8.0,8.0,6.0,8.0,6.0,0,29.0,"Business, law, politics and intl. affairs",African American,Mid US,1
1498,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,8.0,6.0,8.0,8.0,6.0,8.0,7.0,3.0,0,22.0,Sciences,Caucasian,Eastern US,0
1499,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,5.0,6.0,6.0,4.0,4.0,4.0,5.0,7.0,0,26.0,Education and social work,Caucasian,Mid US,0
1500,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,3.0,7.0,8.0,3.0,3.0,3.0,3.0,8.0,0,27.0,Arts and humanities,Caucasian,Western US,0
1501,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,8.0,5.0,6.0,3.0,7.0,8.0,7.0,7.0,0,26.0,"Business, law, politics and intl. affairs",Other,Eastern US,1
1502,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,4.0,6.0,7.0,7.0,5.0,8.0,5.0,7.0,0,23.0,Sciences,Caucasian,Mid US,0
1503,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,8.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,0,28.0,Sciences,Caucasian,Eastern US,1
1504,0,31.0,Arts and humanities,Caucasian,Eastern US,9.0,7.0,7.0,7.0,7.0,2.0,7.0,1.0,0,29.0,"Business, law, politics and intl. affairs",African American,Mid US,0
1505,0,31.0,Arts and humanities,Caucasian,Eastern US,8.0,5.0,8.0,8.0,8.0,7.0,7.0,2.0,0,22.0,Sciences,Caucasian,Eastern US,0
1506,0,31.0,Arts and humanities,Caucasian,Eastern US,6.0,6.0,7.0,6.0,6.0,5.0,7.0,4.0,0,27.0,Sciences,Asian,Canada,0
1507,0,31.0,Arts and humanities,Caucasian,Eastern US,8.0,7.0,6.0,7.0,6.0,7.0,7.0,5.0,0,27.0,Arts and humanities,Caucasian,Western US,0
1508,0,31.0,Arts and humanities,Caucasian,Eastern US,7.0,7.0,8.0,8.0,8.0,8.0,7.0,5.0,0,23.0,Sciences,Caucasian,Mid US,1
1509,0,31.0,Arts and humanities,Caucasian,Eastern US,9.0,9.0,9.0,9.0,9.0,7.0,9.0,5.0,0,28.0,Sciences,Caucasian,Eastern US,1
1510,0,31.0,Arts and humanities,Caucasian,Eastern US,5.0,6.0,9.0,6.0,9.0,3.0,8.0,5.0,0,28.0,Sciences,Asian,Asia,0
1511,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,4.0,5.0,5.0,1.0,3.0,1.0,2.0,3.0,0,23.0,Sciences,Caucasian,Eastern US,0
1512,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,3.0,7.0,7.0,4.0,6.0,5.0,6.0,4.0,0,28.0,Sciences,Caucasian,Europe,0
1513,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,8.0,6.0,8.0,7.0,7.0,6.0,6.0,7.0,0,29.0,"Business, law, politics and intl. affairs",African American,Mid US,0
1514,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,9.0,7.0,8.0,8.0,7.0,7.0,9.0,8.0,0,22.0,Sciences,Caucasian,Eastern US,0
1515,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,9.0,8.0,7.0,7.0,6.0,9.0,8.0,8.0,0,27.0,Sciences,Asian,Canada,1
1516,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,7.0,5.0,7.0,8.0,7.0,7.0,7.5,6.0,0,26.0,Education and social work,Caucasian,Mid US,0
1517,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,6.0,8.0,8.0,5.0,7.0,8.0,7.0,7.0,0,27.0,Arts and humanities,Caucasian,Western US,0
1518,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,8.0,5.0,5.0,4.0,6.0,5.0,4.0,4.0,0,30.0,Arts and humanities,Caucasian,Mid US,0
1519,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,6.0,4.0,6.0,6.0,5.0,6.0,5.0,6.0,0,26.0,"Business, law, politics and intl. affairs",Other,Eastern US,0
1520,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,6.0,3.0,6.0,5.0,4.0,7.0,3.0,3.0,0,23.0,Sciences,Caucasian,Mid US,0
1521,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,6.0,3.0,7.0,4.0,5.0,4.0,4.0,5.0,0,23.0,Sciences,Asian,Western US,0
1522,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,3.0,8.0,8.0,3.0,7.0,2.0,4.0,6.0,0,28.0,Sciences,Asian,Asia,0
1523,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,7.0,8.0,7.0,6.0,7.0,8.0,7.0,7.0,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Europe,0
1524,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,8.0,7.0,8.0,9.0,6.0,10.0,9.0,9.0,0,22.0,Sciences,Caucasian,Eastern US,1
1525,0,27.0,"Business, law, politics and intl. affairs",Asian,Asia,6.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,0,23.0,Sciences,Caucasian,Eastern US,0
1526,0,27.0,"Business, law, politics and intl. affairs",Asian,Asia,6.0,8.0,7.0,7.0,7.0,4.0,6.0,5.0,0,29.0,"Business, law, politics and intl. affairs",African American,Mid US,0
1527,0,27.0,"Business, law, politics and intl. affairs",Asian,Asia,8.0,8.0,8.0,8.0,9.0,9.0,8.0,7.0,0,22.0,Sciences,Caucasian,Eastern US,1
1528,0,27.0,"Business, law, politics and intl. affairs",Asian,Asia,8.0,8.0,7.0,8.0,8.0,9.0,9.0,6.0,0,30.0,Arts and humanities,Caucasian,Mid US,1
1529,0,27.0,"Business, law, politics and intl. affairs",Asian,Asia,4.0,7.0,7.0,6.0,7.0,5.0,6.0,7.0,0,23.0,Sciences,Asian,Western US,0
1530,0,27.0,"Business, law, politics and intl. affairs",Asian,Asia,8.0,9.0,9.0,8.0,8.0,6.0,8.0,7.0,0,28.0,Sciences,Caucasian,Eastern US,1
1531,0,27.0,"Business, law, politics and intl. affairs",Asian,Asia,5.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,0,22.0,Sciences,Caucasian,Eastern US,0
1532,0,28.0,Arts and humanities,Asian,Asia,5.0,5.0,7.0,6.0,7.0,6.0,5.0,5.0,0,27.0,Sciences,Asian,Canada,1
1533,0,28.0,Arts and humanities,Asian,Asia,8.0,8.0,8.0,8.0,6.0,7.0,8.0,7.0,0,26.0,Education and social work,Caucasian,Mid US,1
1534,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,8.0,10.0,5.0,8.0,7.0,5.0,5.0,0,23.0,Sciences,Caucasian,Eastern US,0
1535,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,8.0,9.0,8.0,9.0,5.0,7.0,5.0,0,28.0,Sciences,Caucasian,Europe,0
1536,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,9.0,9.0,9.0,9.0,9.0,9.0,8.0,5.0,1,29.0,"Business, law, politics and intl. affairs",African American,Mid US,0
1537,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,10.0,8.0,9.0,9.0,8.0,6.0,8.0,5.0,0,22.0,Sciences,Caucasian,Eastern US,1
1538,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,8.0,8.0,7.0,7.0,2.0,5.0,3.0,0,27.0,Sciences,Asian,Canada,0
1539,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,9.0,9.0,8.0,9.0,8.0,6.0,8.0,3.0,0,26.0,Education and social work,Caucasian,Mid US,1
1540,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,7.0,9.0,9.0,9.0,7.0,5.0,7.0,5.0,0,27.0,Arts and humanities,Caucasian,Western US,0
1541,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,7.0,9.0,7.0,5.0,5.0,4.0,5.0,3.0,0,30.0,Arts and humanities,Caucasian,Mid US,0
1542,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,9.0,9.0,9.0,9.0,9.0,7.0,8.0,5.0,1,26.0,"Business, law, politics and intl. affairs",Other,Eastern US,1
1543,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3.0,0,23.0,Sciences,Caucasian,Mid US,0
1544,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,9.0,7.0,5.0,7.0,5.0,5.0,5.0,0,23.0,Sciences,Asian,Western US,0
1545,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,9.0,9.0,9.0,9.0,8.0,9.0,8.0,6.0,0,28.0,Sciences,Caucasian,Eastern US,1
1546,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,10.0,10.0,5.0,9.0,6.0,6.0,5.0,0,28.0,Sciences,Asian,Asia,0
1547,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,8.0,9.0,9.0,8.0,8.0,8.0,8.0,5.0,0,29.0,"Business, law, politics and intl. affairs",Caucasian,Europe,1
1548,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,9.0,10.0,10.0,10.0,10.0,8.0,8.0,3.0,1,27.0,"Business, law, politics and intl. affairs",Caucasian,Europe,1
1549,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,9.0,9.0,10.0,9.0,9.0,7.0,8.0,5.0,0,22.0,Sciences,Caucasian,Eastern US,1
1550,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,2.0,6.0,7.0,2.0,7.0,2.0,2.0,5.0,0,23.0,Sciences,Caucasian,Eastern US,0
1551,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,1.0,4.0,6.0,3.0,6.0,2.0,1.0,3.0,0,28.0,Sciences,Caucasian,Europe,0
1552,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,7.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,0,29.0,"Business, law, politics and intl. affairs",African American,Mid US,0
1553,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,8.0,7.0,7.0,8.0,7.0,5.0,7.0,5.0,0,22.0,Sciences,Caucasian,Eastern US,1
1554,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,2.0,4.0,6.0,4.0,6.0,3.0,3.0,3.0,0,27.0,Sciences,Asian,Canada,0
1555,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,7.0,6.0,6.0,5.0,7.0,6.0,6.0,0,26.0,Education and social work,Caucasian,Mid US,0
1556,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,6.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,0,27.0,Arts and humanities,Caucasian,Western US,0
1557,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,7.0,6.0,5.0,6.0,4.0,5.0,5.0,5.0,0,30.0,Arts and humanities,Caucasian,Mid US,0
1558,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,8.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,0,26.0,"Business, law, politics and intl. affairs",Other,Eastern US,0
1559,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,5.0,6.0,6.0,6.0,3.0,4.0,4.0,0,23.0,Sciences,Caucasian,Mid US,0
1560,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,3.0,6.0,4.0,6.0,6.0,3.0,4.0,4.0,0,23.0,Sciences,Asian,Western US,0
1561,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,8.0,8.0,8.0,7.0,8.0,6.0,8.0,5.0,0,28.0,Sciences,Caucasian,Eastern US,1
1562,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,2.0,8.0,8.0,3.0,8.0,6.0,8.0,5.0,0,28.0,Sciences,Asian,Asia,0
1563,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,4.0,7.0,7.0,4.0,8.0,5.0,5.0,7.0,0,29.0,"Business, law, politics and intl. affairs",Caucasian,Europe,0
1564,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,5.0,8.0,8.0,6.0,7.0,7.0,6.0,6.0,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Europe,0
1565,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,3.0,8.0,8.0,4.0,8.0,6.0,5.0,7.0,0,22.0,Sciences,Caucasian,Eastern US,0
1566,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,4.0,7.0,10.0,3.0,10.0,3.0,3.0,3.0,0,23.0,Sciences,Caucasian,Eastern US,0
1567,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,3.0,10.0,10.0,6.0,10.0,3.0,3.0,3.0,0,28.0,Sciences,Caucasian,Europe,0
1568,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,7.0,10.0,10.0,9.0,10.0,10.0,8.0,10.0,1,29.0,"Business, law, politics and intl. affairs",African American,Mid US,1
1569,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,8.0,9.0,10.0,7.0,9.0,5.0,8.0,7.0,0,22.0,Sciences,Caucasian,Eastern US,1
1570,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,7.0,6.0,10.0,3.0,8.0,10.0,4.0,1.0,0,27.0,Sciences,Asian,Canada,0
1571,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,6.0,9.0,10.0,7.0,10.0,8.0,7.0,6.0,0,26.0,Education and social work,Caucasian,Mid US,1
1572,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,7.0,9.0,10.0,6.0,10.0,6.0,6.0,6.0,0,27.0,Arts and humanities,Caucasian,Western US,0
1573,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,8.0,5.0,10.0,7.0,8.0,6.0,5.0,5.0,0,30.0,Arts and humanities,Caucasian,Mid US,0
1574,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,7.0,6.0,10.0,9.0,10.0,6.0,7.0,6.0,0,26.0,"Business, law, politics and intl. affairs",Other,Eastern US,0
1575,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,6.0,9.0,10.0,6.0,9.0,4.0,6.0,5.0,0,23.0,Sciences,Caucasian,Mid US,0
1576,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,6.0,9.0,10.0,9.0,10.0,5.0,7.0,7.0,0,23.0,Sciences,Asian,Western US,0
1577,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,7.0,9.0,10.0,8.0,9.0,10.0,9.0,9.0,0,28.0,Sciences,Caucasian,Eastern US,1
1578,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,4.0,8.0,10.0,3.0,10.0,8.0,3.0,2.0,0,28.0,Sciences,Asian,Asia,0
1579,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,5.0,8.0,10.0,2.0,9.0,2.0,2.0,2.0,0,29.0,"Business, law, politics and intl. affairs",Caucasian,Europe,0
1580,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,5.0,9.0,10.0,8.0,10.0,7.0,8.0,8.0,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Europe,1
1581,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,6.0,9.0,10.0,9.0,9.0,7.0,8.0,7.0,0,22.0,Sciences,Caucasian,Eastern US,1
1582,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,2.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,0,23.0,Sciences,Caucasian,Eastern US,0
1583,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,2.0,6.0,6.0,6.0,5.0,4.0,3.0,5.0,0,28.0,Sciences,Caucasian,Europe,0
1584,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,7.0,6.0,7.0,10.0,9.0,8.0,7.0,8.0,1,29.0,"Business, law, politics and intl. affairs",African American,Mid US,0
1585,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,7.0,7.0,6.0,7.0,6.0,7.0,6.0,6.0,0,22.0,Sciences,Caucasian,Eastern US,1
1586,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,3.0,5.0,7.0,2.0,5.0,2.0,1.0,4.0,0,27.0,Sciences,Asian,Canada,0
1587,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,5.0,7.0,6.0,5.0,5.0,4.0,3.0,5.0,0,26.0,Education and social work,Caucasian,Mid US,0
1588,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,5.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,0,27.0,Arts and humanities,Caucasian,Western US,0
1589,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,6.0,7.0,7.0,4.0,5.0,4.0,4.0,5.0,0,30.0,Arts and humanities,Caucasian,Mid US,0
1590,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,6.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,0,26.0,"Business, law, politics and intl. affairs",Other,Eastern US,0
1591,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,4.0,5.0,5.0,6.0,3.0,4.0,3.0,5.0,0,23.0,Sciences,Caucasian,Mid US,0
1592,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,2.0,8.0,8.0,7.0,6.0,7.0,2.0,6.0,0,23.0,Sciences,Asian,Western US,0
1593,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,8.0,7.0,7.0,8.0,7.0,8.0,7.0,6.0,0,28.0,Sciences,Caucasian,Eastern US,1
1594,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,3.0,6.0,7.0,4.0,5.0,3.0,3.0,4.0,0,28.0,Sciences,Asian,Asia,0
1595,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,5.0,7.0,7.0,6.0,7.0,5.0,6.0,6.0,0,29.0,"Business, law, politics and intl. affairs",Caucasian,Europe,0
1596,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,7.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Europe,0
1597,0,28.0,"Business, law, politics and intl. affairs",Asian,Mid US,5.0,6.0,5.0,6.0,5.0,6.0,3.0,7.0,0,22.0,Sciences,Caucasian,Eastern US,0
1598,1,23.0,Sciences,Caucasian,Eastern US,10.0,8.0,8.0,7.0,7.0,5.0,9.0,5.0,0,24.0,"Business, law, politics and intl. affairs",Caucasian,Western US,1
1599,1,23.0,Sciences,Caucasian,Eastern US,6.0,8.0,9.0,6.0,8.0,7.0,7.0,5.0,0,33.0,"Business, law, politics and intl. affairs",Caucasian,Europe,1
1600,1,23.0,Sciences,Caucasian,Eastern US,9.0,9.0,9.0,7.0,7.0,8.0,9.0,7.0,0,23.0,Sciences,Caucasian,Eastern US,1
1601,1,23.0,Sciences,Caucasian,Eastern US,9.0,8.0,9.0,7.0,7.0,8.0,9.0,6.0,0,24.0,Sciences,Caucasian,Mid US,1
1602,1,23.0,Sciences,Caucasian,Eastern US,8.0,9.0,8.0,7.0,7.0,8.0,9.0,5.0,0,36.0,Arts and humanities,Caucasian,Eastern US,1
1603,1,23.0,Sciences,Caucasian,Eastern US,9.0,7.0,7.0,9.0,8.0,6.0,8.0,4.0,0,26.0,"Business, law, politics and intl. affairs",Asian,Eastern US,1
1604,1,23.0,Sciences,Caucasian,Eastern US,9.0,8.0,8.0,7.0,7.0,7.0,8.0,5.0,0,27.0,"Business, law, politics and intl. affairs",Asian,Eastern US,1
1605,1,23.0,Sciences,Caucasian,Eastern US,9.0,9.0,9.0,8.0,7.0,6.0,8.0,5.0,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Mid US,1
1606,1,23.0,Sciences,Caucasian,Eastern US,10.0,8.0,9.0,7.0,7.0,7.0,9.0,5.0,0,31.0,Arts and humanities,Caucasian,Eastern US,1
1607,1,23.0,Sciences,Caucasian,Eastern US,10.0,8.0,8.0,9.0,7.0,6.0,9.0,4.0,0,28.0,"Business, law, politics and intl. affairs",Caucasian,Canada,1
1608,1,23.0,Sciences,Caucasian,Eastern US,9.0,9.0,8.0,7.0,7.0,6.0,8.0,4.0,0,27.0,"Business, law, politics and intl. affairs",Asian,Asia,1
1609,1,23.0,Sciences,Caucasian,Eastern US,7.0,9.0,8.0,6.0,7.0,6.0,7.0,5.0,0,28.0,Arts and humanities,Asian,Asia,1
1610,1,23.0,Sciences,Caucasian,Eastern US,9.0,9.0,7.0,8.0,7.0,6.0,8.0,4.0,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,1
1611,1,23.0,Sciences,Caucasian,Eastern US,10.0,9.0,9.0,8.0,7.0,7.0,9.0,6.0,0,27.0,"Business, law, politics and intl. affairs",Caucasian,Eastern US,1
1612,1,23.0,Sciences,Caucasian,Eastern US,9.0,8.0,8.0,8.0,7.0,6.0,8.0,5.0,0,30.0,"Business, law, politics and intl. affairs",African American,Mid US,1
